reg,X,Y,Lon,Lat,clase,band1,band2,band3,band4,band5,band6
424,1021.5,1150.5,-61.67757153,-37.80821458,2,732,1042,1412,2370,3477,2916
425,1021.5,1115.5,-61.67774025,-37.79875325,2,812,1171,1574,2575,3918,2848
435,1021.5,1148.5,-61.67758117,-37.80767394,2,722,1023,1377,2328,3451,2869
436,1021.5,1148.5,-61.67758117,-37.80767394,2,722,1023,1377,2328,3451,2869
437,1022.5,1146.5,-61.6772501,-37.80712946,2,715,1018,1366,2330,3494,2858
438,1022.5,1151.5,-61.67722598,-37.80848108,2,745,1067,1441,2385,3491,2904
439,1022.5,1123.5,-61.677361,-37.80091202,2,833,1213,1637,2662,4004,2874
440,1022.5,1124.5,-61.67735618,-37.80118234,2,836,1221,1652,2685,4030,2886
441,1022.5,1109.5,-61.67742849,-37.79712748,2,710,1069,1425,2428,3600,2691
442,1022.5,1110.5,-61.67742367,-37.7973978,2,758,1124,1493,2442,3700,2788
443,1022.5,1112.5,-61.67741403,-37.79793845,2,773,1105,1469,2428,3648,2758
444,1022.5,1157.5,-61.67719704,-37.81010302,2,754,1074,1441,2445,3571,2914
454,1023.5,1108.5,-61.67709265,-37.79685333,2,702,1094,1350,2595,3672,2657
455,1023.5,1111.5,-61.67707818,-37.7976643,2,824,1212,1620,2645,3980,2903
456,1023.5,1110.5,-61.677083,-37.79739398,2,817,1209,1609,2663,3948,2850
457,1023.5,1112.5,-61.67707336,-37.79793463,2,804,1187,1592,2595,3890,2865
458,1023.5,1159.5,-61.67684667,-37.81063984,2,747,1070,1429,2428,3589,2939
459,1023.5,1157.5,-61.67685632,-37.81009919,2,751,1066,1429,2429,3563,2939
460,1023.5,1157.5,-61.67685632,-37.81009919,2,751,1066,1429,2429,3563,2939
461,1023.5,1154.5,-61.67687079,-37.80928822,2,740,1047,1409,2387,3468,2898
462,1023.5,1153.5,-61.67687561,-37.8090179,2,744,1074,1446,2411,3515,2924
463,1023.5,1149.5,-61.67689491,-37.80793661,2,735,1041,1412,2371,3469,2870
473,1024.5,1159.5,-61.67650594,-37.81063601,2,745,1064,1418,2421,3584,2949
474,1024.5,1156.5,-61.67652041,-37.80982504,2,739,1057,1420,2392,3554,2919
475,1024.5,1156.5,-61.67652041,-37.80982504,2,739,1057,1420,2392,3554,2919
476,1024.5,1151.5,-61.67654454,-37.80847343,2,753,1069,1443,2399,3481,2912
477,1024.5,1150.5,-61.67654937,-37.8082031,2,745,1062,1431,2375,3455,2900
478,1024.5,1150.5,-61.67654937,-37.8082031,2,745,1062,1431,2375,3455,2900
479,1025.5,1122.5,-61.67634377,-37.80063021,2,812,1134,1533,2473,3840,2824
480,1025.5,1126.5,-61.67632447,-37.80171151,2,797,1150,1544,2581,3912,2819
481,1025.5,1112.5,-61.67639202,-37.79792697,2,826,1197,1594,2607,3883,2840
482,1025.5,1113.5,-61.67638719,-37.7981973,2,818,1198,1610,2624,3927,2824
492,1026.5,1126.5,-61.67598378,-37.80170768,2,748,1091,1453,2490,3769,2721
493,1026.5,1147.5,-61.67588241,-37.80738447,2,750,1069,1436,2427,3527,2852
494,1026.5,1145.5,-61.67589207,-37.80684383,2,749,1055,1423,2433,3566,2906
495,1026.5,1145.5,-61.67589207,-37.80684383,2,749,1055,1423,2433,3566,2906
496,1027.5,1148.5,-61.67553687,-37.80765097,2,713,1014,1357,2323,3424,2807
497,1027.5,1148.5,-61.67553687,-37.80765097,2,713,1014,1357,2323,3424,2807
498,1027.5,1126.5,-61.67564309,-37.80170385,2,782,1130,1485,2542,3898,2804
499,1027.5,1120.5,-61.67567206,-37.8000819,2,789,1135,1535,2470,3877,2861
500,1027.5,1119.5,-61.67567688,-37.79981158,2,844,1238,1656,2670,4063,2962
501,1027.5,1146.5,-61.67554653,-37.80711032,2,748,1066,1438,2445,3552,2887
511,1029.5,1146.5,-61.6748651,-37.80710265,2,722,1030,1385,2367,3441,2804
512,1029.5,1119.5,-61.67499552,-37.79980392,2,821,1197,1612,2624,3931,2839
513,1029.5,1119.5,-61.67499552,-37.79980392,2,821,1197,1612,2624,3931,2839
514,1029.5,1120.5,-61.67499069,-37.80007424,2,765,1126,1503,2546,3750,2753
515,1029.5,1118.5,-61.67500035,-37.79953359,2,843,1232,1631,2669,3946,2904
516,1029.5,1118.5,-61.67500035,-37.79953359,2,843,1232,1631,2669,3946,2904
517,1030.5,1120.5,-61.67465001,-37.80007041,2,774,1149,1521,2550,3797,2762
518,1030.5,1119.5,-61.67465484,-37.79980009,2,796,1186,1574,2612,3907,2816
519,1030.5,1119.5,-61.67465484,-37.79980009,2,796,1186,1574,2612,3907,2816
520,1030.5,1118.5,-61.67465967,-37.79952976,2,845,1214,1621,2665,3900,2839
530,1036.5,1150.5,-61.67246074,-37.80815709,2,733,1035,1378,2318,3308,2764
531,1036.5,1149.5,-61.67246558,-37.80788677,2,736,1009,1347,2316,3243,2772
